Model_Year,Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Consumption_in_City(L/100 km),Fuel_Consumption_in_City_Hwy(L/100 km),Fuel_Consumption_comb(L/100km),CO2_Emissions,Smog_Level
2021,Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,9.5,7,8.4,197,6
2021,Lexus,ES 300h,Mid-size,2.5,4,AV6,5.5,5.2,5.3,124,7
2021,Lexus,ES 350,Mid-size,3.5,6,AS8,10.7,7.2,9.1,213,5
2021,Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,10.9,7.5,9.4,219,5
2021,Lexus,GX 460,SUV: Standard,4.6,8,AS6,16.2,12.3,14.5,337,3
2021,Lexus,IS 300,Compact,2,4,AS8,11,7.6,9.5,221,5
2021,Lexus,IS 300 AWD,Compact,3.5,6,AS6,12.2,9,10.8,253,5
2021,Lexus,IS 350 AWD,Compact,3.5,6,AS6,12.2,9,10.8,253,5
2021,Lexus,LC 500,Subcompact,5,8,AS10,15.1,9.6,12.6,294,5
2021,Lexus,LC 500 Convertible,Minicompact,5,8,AS10,16,9.5,13,304,5
2021,Lexus,LC 500h,Subcompact,3.5,6,AV10,9,7.1,8.1,189,7
2021,Lexus,LS 500 AWD,Mid-size,3.5,6,AS10,13.8,8.7,11.1,269,5
2021,Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,10.1,8.1,9.2,213,7
2021,Lexus,LX 570,SUV: Standard,5.7,8,AS8,19.2,14.3,16.9,395,3
2021,Lexus,NX 300 AWD,SUV: Small,2,4,AS6,10.7,8.5,9.7,226,3
2021,Lexus,NX 300 AWD F SPORT,SUV: Small,2,4,AS6,10.8,8.9,9.9,232,3
2021,Lexus,NX 300h AWD,SUV: Small,2.5,4,AV6,7.2,7.9,7.5,175,7
2021,Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,12.2,9,10.8,253,5
2021,Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,12.2,9,10.8,253,5
2021,Lexus,RC F,Subcompact,5,8,AS8,14.4,9.6,12.2,285,5
2021,Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,12.2,9,10.8,252,5
2021,Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,13.1,9.4,11.1,268,5
2021,Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,7.5,8.4,7.9,185,7
2021,Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,8.1,8.4,8.1,190,7
2021,Lexus,UX 200,Mid-size,2,4,AS10,8,6.3,7.2,168,6
2021,Lexus,UX 250h,Compact,2,4,AV6,5.5,5.7,5.6,130,7
2021,Lexus,UX 250h AWD,Compact,2,4,AV6,5.7,6.2,6,140,7
2021,Lincoln,Aviator AWD,SUV: Standard,3,6,AS10,13.7,9.7,11.9,280,5
2021,Lincoln,Corsair AWD,SUV: Small,2,4,AS8,11.1,8.1,9.8,229,5
2021,Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,11.1,8.3,9.9,232,5
2021,Lincoln,Nautilus AWD,SUV: Small,2,4,A8,12,9.6,10.7,252,5
2021,Lincoln,Nautilus AWD,SUV: Small,2,4,AS8,12,9.6,10.7,252,5
2021,Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,12.6,9.3,11.1,262,5
2021,Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,15,11.5,13.5,316,5
2021,Maserati,Ghibli,Mid-size,3,6,AS8,13.8,9.5,11.9,277,3
2021,Maserati,Ghibli S,Mid-size,3,6,AS8,13.8,9.5,11.9,277,3
2021,Maserati,Ghibli S Q4,Mid-size,3,6,AS8,14.8,9.8,12.6,293,3
2021,Maserati,Ghibli Trofeo,Mid-size,3.8,8,AS8,17.4,11.9,14.9,348,1
2021,Maserati,Levante,SUV: Standard,3,6,AS8,15.1,10.9,13.2,308,3
2021,Maserati,Levante S,SUV: Standard,3,6,AS8,15.1,10.9,13.2,308,3
2021,Maserati,Levante GTS,SUV: Standard,3.8,8,AS8,17.4,12,15,349,1
2021,Maserati,Levante Trofeo,SUV: Standard,3.8,8,AS8,17.4,12,15,349,1
2021,Maserati,Quattroporte S,Full-size,3,6,AS8,14.6,9.9,12.5,291,3
2021,Maserati,Quattroporte S Q4,Full-size,3,6,AS8,14.8,9.8,12.6,293,3
2021,Maserati,Quattroporte Trofeo,Full-size,3.8,8,AS8,17.4,11.9,14.9,348,1
2021,Mazda,CX-3,Compact,2,4,AS6,8.3,6.9,7.7,179,3
2021,Mazda,CX-3 (SIL),Compact,2,4,M6,8.8,7,8,186,3
2021,Mazda,CX-3 4WD,Compact,2,4,AS6,8.6,7.4,8.1,189,3
2021,Mazda,CX-30,SUV: Small,2,4,AS6,8.9,7.1,8.1,189,7
2021,Mazda,CX-30,SUV: Small,2.5,4,AS6,9.3,7.1,8.3,194,7
2021,Mazda,CX-30 4WD,SUV: Small,2,4,AS6,9.4,7.7,8.6,202,7
2021,Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,9.9,7.7,8.9,208,7
2021,Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,10.5,7.9,9.3,220,3
2021,Mazda,CX-5,SUV: Small,2.5,4,AS6,9.7,7.8,8.8,206,7
2021,Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.5,4,AS6,9.3,7.6,8.5,201,7
2021,Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,10.2,8.2,9.3,217,7
2021,Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,9.8,7.9,9,209,7
2021,Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,10.8,8.7,9.8,230,5
2021,Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,11.6,9.1,10.5,244,5
2021,Mazda,Mazda3 4-Door,Compact,2,4,AS6,8.4,6.6,7.6,178,7
2021,Mazda,Mazda3 4-Door (SIL),Compact,2,4,M6,8.7,6.4,7.7,180,7
2021,Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,8.9,6.5,7.8,184,7
2021,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,9.3,7,8.2,193,7
2021,Mazda,Mazda3 4-Door Turbo 4WD,Compact,2.5,4,AS6,10.1,7.3,8.8,207,3
2021,Mazda,Mazda3 5-Door,Mid-size,2,4,AS6,8.6,6.7,7.7,181,7
2021,Mazda,Mazda3 5-Door (SIL),Mid-size,2,4,M6,8.7,6.6,7.8,181,7
2021,Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,9.2,6.9,8.1,190,7
2021,Mazda,Mazda3 5-Door (SIL),Mid-size,2.5,4,M6,9.5,7,8.4,197,7
2021,Mazda,Mazda3 5-Door 4WD,Mid-size,2.5,4,AS6,9.5,7.4,8.5,200,7
2021,Mazda,Mazda3 5-Door Turbo 4WD,Mid-size,2.5,4,AS6,10.1,7.5,8.9,209,3
2021,Mazda,Mazda6,Mid-size,2.5,4,AS6,9.1,6.7,8,187,7
2021,Mazda,Mazda6 Turbo,Mid-size,2.5,4,AS6,10,7.5,8.9,208,3
2021,Mazda,MX-5,Two-seater,2,4,AS6,9,6.6,7.9,186,3
2021,Mazda,MX-5 (SIL),Two-seater,2,4,M6,9,7,8.1,189,3
2021,Mercedes-Benz,A 220 4MATIC Sedan,Subcompact,2,4,AM7,9.6,6.9,8.4,197,5
2021,Mercedes-Benz,A 250 4MATIC Hatch,Station wagon: Small,2,4,AM7,9.4,6.8,8.2,193,5
2021,Mercedes-Benz,AMG A 35 4MATIC Sedan,Subcompact,2,4,AM7,10.7,8.2,9.5,224,5
2021,Mercedes-Benz,AMG A 35 4MATIC Hatch,Station wagon: Small,2,4,AM7,10.6,8.2,9.5,224,5
2021,Mercedes-Benz,AMG C 43 4MATIC Sedan,Compact,3,6,A9,13.4,8.7,11.3,266,5
2021,Mercedes-Benz,AMG C 43 4MATIC Cabriolet,Subcompact,3,6,A9,12.3,8.7,10.7,251,5
2021,Mercedes-Benz,AMG C 43 4MATIC Coupe,Subcompact,3,6,A9,12.5,8.8,10.8,254,5
2021,Mercedes-Benz,AMG C 43 4MATIC Wagon,Station wagon: Small,3,6,A9,12.3,8.5,10.6,249,5
2021,Mercedes-Benz,AMG C 63 Sedan,Compact,4,8,A9,13.5,8.9,11.4,269,3
2021,Mercedes-Benz,AMG C 63 S Sedan,Compact,4,8,A9,13.5,8.9,11.4,269,3
2021,Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4,8,A9,13.9,9.6,12,281,3
2021,Mercedes-Benz,AMG C 63 S Coupe,Subcompact,4,8,A9,13.7,9.1,11.6,273,3
2021,Mercedes-Benz,AMG CLA 35 4MATIC Coupe,Compact,2,4,AM7,10.7,8.2,9.5,224,5
2021,Mercedes-Benz,AMG CLA 45 4MATIC Coupe,Compact,2,4,AM8,12,8.2,10.3,242,3
2021,Mercedes-Benz,AMG CLS 53 4MATIC+ Coupe,Compact,3,6,A9,11.3,9,10.3,242,6
2021,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Mid-size,3,6,A9,10.7,8.2,9.5,225,6
2021,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Subcompact,3,6,A9,11.3,8.8,10.2,239,6
2021,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Subcompact,3,6,A9,11.2,8.5,10,235,6
2021,Mercedes-Benz,AMG E 53 4MATIC+ Wagon,Station wagon: Mid-size,3,6,A9,11.3,8.7,10.1,238,6
2021,Mercedes-Benz,AMG E 63 S 4MATIC+ Sedan,Mid-size,4,8,A9,15,10.1,12.8,301,3
2021,Mercedes-Benz,AMG E 63 S 4MATIC+ Wagon,Station wagon: Mid-size,4,8,A9,14.7,10.4,12.8,300,3
2021,Mercedes-Benz,AMG G 63 SUV,SUV: Standard,4,8,A9,18.6,15.5,17.2,396,3
2021,Mercedes-Benz,AMG GLA 35 4MATIC SUV,SUV: Small,2,4,AM8,10.4,8.1,9.4,219,5
2021,Mercedes-Benz,AMG GLA 45 4MATIC SUV,SUV: Small,2,4,AM8,11.6,8.8,10.4,243,3
2021,Mercedes-Benz,AMG GLB 35 SUV,SUV: Small,2,4,AM8,11.1,8.9,10.1,237,5
2021,Mercedes-Benz,AMG GLC 43 4MATIC SUV,SUV: Small,3,6,A9,13.1,9.6,11.6,272,5
2021,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,SUV: Small,3,6,A9,13.5,9.6,11.7,277,5
2021,Mercedes-Benz,AMG GLC 63 S 4MATIC+ SUV,SUV: Small,4,8,A9,15.7,10.9,13.5,319,5
2021,Mercedes-Benz,AMG GLC 63 S 4MATIC+ Coupe,SUV: Small,4,8,A9,15.2,10.8,13.2,311,5
2021,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,SUV: Standard,3,6,A9,13.2,10.8,12.1,285,6
2021,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,SUV: Standard,3,6,A9,12.7,10.4,11.7,273,6
2021,Mercedes-Benz,AMG GLE 63 S 4MATIC+ SUV,SUV: Standard,4,8,A9,16.2,12.5,14.5,340,3
2021,Mercedes-Benz,AMG GLE 63 S 4MATIC+ Coupe,SUV: Standard,4,8,A9,16.3,12.8,14.7,347,3
2021,Mercedes-Benz,AMG GLS 63 4MATIC+ SUV,SUV: Standard,4,8,A9,16.3,12.9,14.8,347,3
2021,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Compact,3,6,A9,11.9,9.6,10.9,255,6
2021,Mercedes-Benz,AMG GT 63 4MATIC+ Coupe,Compact,4,8,A9,15.6,11.5,13.7,322,5
2021,Mercedes-Benz,AMG GT 63 S 4MATIC+ Coupe,Compact,4,8,A9,15.1,11.1,13.3,312,5
2021,Mercedes-Benz,AMG GT Black Series Coupe,Two-seater,4,8,AM7,15.6,12,13.9,328,3
2021,Mercedes-Benz,AMG GT C Coupe,Two-seater,4,8,AM7,15.9,12.1,14.2,332,3
2021,Mercedes-Benz,AMG GT C Roadster,Two-seater,4,8,AM7,15.8,12,14.1,330,3
2021,Mercedes-Benz,AMG GT R Coupe,Two-seater,4,8,AM7,16.4,12,14.4,339,3
2021,Mercedes-Benz,AMG S 63 4MATIC+ Cabriolet,Subcompact,4,8,A9,16.3,10,13.5,317,5
2021,Mercedes-Benz,AMG S 63 4MATIC+ Coupe,Compact,4,8,A9,15.1,9.2,12.4,293,5
2021,Mercedes-Benz,C 300 4MATIC Sedan,Compact,2,4,A9,10.1,7.1,8.7,204,6
2021,Mercedes-Benz,C 300 4MATIC Cabriolet,Subcompact,2,4,A9,10.8,7.9,9.5,223,6
2021,Mercedes-Benz,C 300 4MATIC Coupe,Subcompact,2,4,A9,10.2,7.4,9,210,6
2021,Mercedes-Benz,C 300 4MATIC Wagon,Station wagon: Small,2,4,A9,10.5,7.5,9.1,214,6
2021,Mercedes-Benz,CLA 250 4MATIC Coupe,Compact,2,4,AM7,9.8,7.1,8.6,201,5
2021,Mercedes-Benz,CLS 450 4MATIC Coupe,Compact,3,6,A9,10.5,8.1,9.4,222,6
2021,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,10.7,7.8,9.4,221,6
2021,Mercedes-Benz,E 450 4MATIC Sedan,Mid-size,3,6,A9,10.4,7.8,9.2,217,6
2021,Mercedes-Benz,E 450 4MATIC Cabriolet,Subcompact,3,6,A9,10.4,8,9.3,219,6
2021,Mercedes-Benz,E 450 4MATIC Coupe,Subcompact,3,6,A9,10.3,7.9,9.3,218,6
2021,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Station wagon: Mid-size,3,6,A9,10.6,8.4,9.6,226,6
2021,Mercedes-Benz,G 550 SUV,SUV: Standard,4,8,A9,13.6,12.4,13.1,307,3
2021,Mercedes-Benz,GLA 250 4MATIC SUV,SUV: Small,2,4,AM8,9.8,7.2,8.7,203,5
2021,Mercedes-Benz,GLB 250 4MATIC SUV,SUV: Small,2,4,AM8,10.3,7.8,9.2,216,5
2021,Mercedes-Benz,GLC 300 4MATIC SUV,SUV: Small,2,4,A9,11.3,8.5,10,235,6
2021,Mercedes-Benz,GLC 300 4MATIC Coupe,SUV: Small,2,4,A9,10.6,8.4,9.6,226,6
2021,Mercedes-Benz,GLE 350 4MATIC SUV,SUV: Standard,2,4,A9,12.4,9,10.8,254,5
2021,Mercedes-Benz,GLE 450 4MATIC SUV,SUV: Standard,3,6,A9,11.4,9.2,10.4,244,6
2021,Mercedes-Benz,GLS 450 4MATIC SUV,SUV: Standard,3,6,A9,12,9.8,11,257,6
2021,Mercedes-Benz,GLS 580 4MATIC SUV,SUV: Standard,4,8,A9,14.5,11.2,13,305,5
2021,Mercedes-Benz,Maybach GLS 600 4MATIC SUV,SUV: Standard,4,8,A9,16.6,12.5,14.8,346,3
2021,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Full-size,4,8,A9,15.5,9.8,12.9,301,5
2021,Mercedes-Benz,Metris Cargo Van,Special purpose vehicle,2,4,A9,12.6,10,11.5,268,5
2021,Mercedes-Benz,Metris Cargo Van LWB,Special purpose vehicle,2,4,A9,12.6,10,11.5,268,5
2021,Mercedes-Benz,Metris Passenger Van,Special purpose vehicle,2,4,A9,13.3,10.8,12.2,284,5
2021,Mercedes-Benz,S 500 4MATIC SWB Sedan,Full-size,3,6,A9,11.3,8,9.8,230,6
2021,Mercedes-Benz,S 560 Cabriolet,Subcompact,4,8,A9,14.5,9,12,282,5
2021,Mercedes-Benz,S 560 4MATIC Coupe,Compact,4,8,A9,14.5,9,12,282,5
2021,Mercedes-Benz,S 580 4MATIC LWB Sedan,Full-size,4,8,A9,14.4,9.4,12.2,285,5
2021,MINI,Cooper 3 Door,Subcompact,1.5,3,AM7,8.4,6.5,7.5,176,7
2021,MINI,Cooper 3 Door,Subcompact,1.5,3,M6,8.8,6.4,7.7,180,7
2021,MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,8.4,6.5,7.5,176,7
2021,MINI,Cooper 5 Door,Subcompact,1.5,3,M6,8.8,6.4,7.7,180,7
2021,MINI,Cooper Clubman ALL4,Mid-size,1.5,3,AS8,9.7,7,8.5,198,7
2021,MINI,Cooper Convertible,Minicompact,1.5,3,AM7,8.4,6.5,7.5,176,7
2021,MINI,Cooper Convertible,Minicompact,1.5,3,M6,8.8,6.4,7.7,180,7
2021,MINI,Cooper Countryman ALL4,Mid-size,1.5,3,AS8,10,7.4,8.8,206,7
2021,MINI,Cooper S 3 Door,Subcompact,2,4,AM7,8.9,6.6,7.9,184,7
2021,MINI,Cooper S 3 Door,Subcompact,2,4,M6,10.2,7.1,8.8,206,7
2021,MINI,Cooper S 5 Door,Subcompact,2,4,AM7,8.9,6.6,7.9,184,7
2021,MINI,Cooper S 5 Door,Subcompact,2,4,M6,10.2,7.1,8.8,206,7
2021,MINI,Cooper S Clubman ALL4,Mid-size,2,4,AS8,10.1,7.4,8.9,207,7
2021,MINI,Cooper S Convertible,Minicompact,2,4,AM7,9.1,6.9,8.1,191,7
2021,MINI,Cooper S Convertible,Minicompact,2,4,M6,10.3,7.3,9,209,7
2021,MINI,Cooper S Countryman ALL4,Mid-size,2,4,AS8,10.4,7.5,9.1,212,7
2021,MINI,John Cooper Works 3 Door,Subcompact,2,4,AS8,9.2,6.9,8.1,190,7
2021,MINI,John Cooper Works 3 Door,Subcompact,2,4,M6,10.2,7.1,8.8,206,7
2021,MINI,John Cooper Works Clubman ALL4,Mid-size,2,4,AS8,10.1,7.6,9,210,3
2021,MINI,John Cooper Works Convertible,Minicompact,2,4,AS8,9.4,7.1,8.3,194,7
2021,MINI,John Cooper Works Countryman ALL4,Mid-size,2,4,AS8,10,7.8,9,210,3
2021,MINI,John Cooper Works GP,Subcompact,2,4,AS8,9.9,7.8,8.9,208,3
2021,Mitsubishi,Mirage,Compact,1.2,3,AV,6.6,5.6,6.2,143,5
2021,Mitsubishi,Mirage,Compact,1.2,3,M5,7.1,5.8,6.5,151,5
2021,Mitsubishi,RVR,SUV: Small,2,4,AV6,9.7,7.8,8.8,206,5
2021,Mitsubishi,RVR 4WD,SUV: Small,2,4,AV6,10.1,8.2,9.2,213,5
2021,Mitsubishi,RVR 4WD,SUV: Small,2.4,4,AV6,10.3,8.3,9.4,218,5
2021,Nissan,Altima AWD,Mid-size,2.5,4,AV,9.1,6.5,7.9,187,7
2021,Nissan,Altima AWD SR/Platinum,Mid-size,2.5,4,AV,9.3,6.7,8.1,190,7
2021,Nissan,Armada 4WD,SUV: Standard,5.6,8,AS7,17.5,12.9,15.4,362,3
2021,Nissan,GT-R,Subcompact,3.8,6,AM6,14.4,10.9,12.8,300,3
2021,Nissan,Kicks,Mid-size,1.6,4,AV,7.7,6.6,7.2,169,7
2021,Nissan,Maxima,Mid-size,3.5,6,AV7,11.6,7.9,9.9,233,3
2021,Nissan,Murano,Station wagon: Mid-size,3.5,6,AV7,11.7,8.3,10.2,240,5
2021,Nissan,Murano AWD,Station wagon: Mid-size,3.5,6,AV7,12,8.5,10.4,245,5
2021,Nissan,NV200 Cargo Van,Special purpose vehicle,2,4,AV,9.9,9.1,9.5,223,3
2021,Nissan,Qashqai,Station wagon: Small,2,4,AV8,8.8,7.3,8.1,191,5
2021,Nissan,Qashqai,Station wagon: Small,2,4,M6,9.9,8,9,212,5
2021,Nissan,Qashqai AWD,Station wagon: Small,2,4,AV8,9,7.6,8.4,197,5
2021,Nissan,Rogue,SUV: Small,2.5,4,AV8,8.9,7,8.1,189,7
2021,Nissan,Rogue AWD,SUV: Small,2.5,4,AV8,9.2,7.2,8.3,195,7
2021,Nissan,Sentra,Mid-size,2,4,AV,8,6,7.1,167,7
2021,Nissan,Sentra SR,Mid-size,2,4,AV,8.2,6.2,7.3,171,7
2021,Nissan,Sentra,Mid-size,2,4,M6,9.3,6.3,8,187,7
2021,Nissan,Sentra SR,Mid-size,2,4,M6,9.4,6.5,8.1,190,7
2021,Nissan,Titan 4WD,Pickup truck: Standard,5.6,8,AS9,15.2,11.1,13.4,314,5
2021,Nissan,Titan 4WD Pro-4X,Pickup truck: Standard,5.6,8,AS9,15.4,11.4,13.6,321,5
2021,Nissan,Versa,Compact,1.6,4,AV,7.4,5.9,6.7,158,7
2021,Nissan,Versa,Compact,1.6,4,M5,8.6,6.7,7.7,181,7
2021,Porsche,718 Boxster,Two-seater,2,4,AM7,11,8.7,10,233,1
2021,Porsche,718 Boxster,Two-seater,2,4,M6,11.7,8.9,10.5,245,1
2021,Porsche,718 Boxster GTS 4.0,Two-seater,4,6,AM7,12.3,9.8,11.1,260,5
2021,Porsche,718 Boxster GTS 4.0,Two-seater,4,6,M6,14,10,12.2,284,5
2021,Porsche,718 Boxster S,Two-seater,2.5,4,AM7,12.2,9.2,10.9,255,1
2021,Porsche,718 Boxster S,Two-seater,2.5,4,M6,12.5,9.6,11.2,263,1
2021,Porsche,718 Boxster T,Two-seater,2,4,AM7,11.2,8.7,10.1,236,1
2021,Porsche,718 Boxster T,Two-seater,2,4,M6,11.7,8.9,10.5,245,1
2021,Porsche,718 Cayman,Two-seater,2,4,AM7,11,8.7,10,233,1
2021,Porsche,718 Cayman,Two-seater,2,4,M6,11.7,8.9,10.5,245,1
2021,Porsche,718 Cayman GT4,Two-seater,4,6,AM7,13,9.9,11.6,271,5
2021,Porsche,718 Cayman GT4,Two-seater,4,6,M6,14,10.1,12.2,286,5
2021,Porsche,718 Cayman GTS 4.0,Two-seater,4,6,AM7,12.3,9.8,11.1,260,5
2021,Porsche,718 Cayman GTS 4.0,Two-seater,4,6,M6,14,10,12.2,284,5
2021,Porsche,718 Cayman S,Two-seater,2.5,4,AM7,12.2,9.2,10.9,255,1
2021,Porsche,718 Cayman S,Two-seater,2.5,4,M6,12.5,9.6,11.2,263,1
2021,Porsche,718 Cayman T,Two-seater,2,4,AM7,11.2,8.7,10.1,236,1
2021,Porsche,718 Cayman T,Two-seater,2,4,M6,11.7,8.9,10.5,245,1
2021,Porsche,718 Spyder,Two-seater,4,6,AM7,13,9.9,11.6,271,5
2021,Porsche,718 Spyder,Two-seater,4,6,M6,14,10.1,12.2,286,5
2021,Porsche,911 Carrera,Minicompact,3,6,AM8,13.1,9.8,11.6,275,5
2021,Porsche,911 Carrera Cabriolet,Minicompact,3,6,AM8,13.1,9.8,11.6,275,5
2021,Porsche,911 Carrera S,Minicompact,3,6,AM8,12.9,10.2,11.7,274,5
2021,Porsche,911 Carrera S,Minicompact,3,6,M7,12.8,9.4,11.3,264,5
2021,Porsche,911 Carrera S Cabriolet,Minicompact,3,6,AM8,12.9,10.2,11.7,273,5
2021,Porsche,911 Carrera S Cabriolet,Minicompact,3,6,M7,13.8,9.4,11.8,275,5
2021,Porsche,911 Carrera 4,Minicompact,3,6,AM8,13.1,9.8,11.6,275,5
2021,Porsche,911 Carrera 4 Cabriolet,Minicompact,3,6,AM8,13.1,9.7,11.6,275,5
2021,Porsche,911 Carrera 4S,Minicompact,3,6,AM8,13,10.2,11.8,275,5
2021,Porsche,911 Carrera 4S,Minicompact,3,6,M7,13.8,9.3,11.8,275,5
2021,Porsche,911 Carrera 4S Cabriolet,Minicompact,3,6,AM8,12.8,10.2,11.7,273,5
2021,Porsche,911 Carrera 4S Cabriolet,Minicompact,3,6,M7,13.8,9.8,12,281,5
2021,Porsche,911 Targa 4,Minicompact,3,6,AM8,13.1,9.8,11.6,275,5
2021,Porsche,911 Targa 4S,Minicompact,3,6,AM8,13.1,10.2,11.8,274,5
2021,Porsche,911 Targa 4S,Minicompact,3,6,M7,13.7,9.8,11.9,278,5
2021,Porsche,911 Turbo,Minicompact,3.7,6,AM8,15.2,11.9,13.7,321,5
2021,Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,15.6,11.8,13.9,324,5
2021,Porsche,911 Turbo S,Minicompact,3.7,6,AM8,15.3,11.8,13.7,321,5
2021,Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,16,11.8,14.1,328,5
2021,Porsche,Cayenne,SUV: Standard,3,6,AS8,12.5,10.3,11.5,269,5
2021,Porsche,Cayenne Coupe,SUV: Standard,3,6,AS8,12.7,10.3,11.6,271,5
2021,Porsche,Cayenne GTS,SUV: Standard,4,8,AS8,15.8,12.3,14.2,331,3
2021,Porsche,Cayenne GTS Coupe,SUV: Standard,4,8,AS8,15.2,12.4,14,326,3
2021,Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,13.1,10.5,11.9,278,5
2021,Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,13.4,10.9,12.3,286,5
2021,Porsche,Cayenne Turbo,SUV: Standard,4,8,AS8,15.6,12.4,14.1,329,3
2021,Porsche,Cayenne Turbo Coupe,SUV: Standard,4,8,AS8,15.8,12.2,14.2,332,3
2021,Porsche,Macan,SUV: Small,2,4,AM7,12.2,10.2,11.3,264,5
2021,Porsche,Macan GTS,SUV: Small,2.9,6,AM7,13.5,10.5,12.2,285,5
2021,Porsche,Macan S,SUV: Small,3,6,AM7,13.1,9.6,11.5,274,5
2021,Porsche,Macan Turbo,SUV: Small,2.9,6,AM7,13.5,11.2,12.5,293,5
2021,Porsche,Panamera,Full-size,2.9,6,AM8,13.1,9.8,11.6,274,5
2021,Porsche,Panamera 4,Full-size,2.9,6,AM8,12.8,9.8,11.5,274,5
2021,Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,13.8,10.2,12.2,289,5
2021,Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,12.8,10.2,11.7,274,5
2021,Porsche,Panamera 4S,Full-size,2.9,6,AM8,12.8,9.8,11.4,276,5
2021,Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,13.8,10.2,12.2,292,5
2021,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,13.8,10.2,12.2,292,5
2021,Porsche,Panamera GTS,Full-size,4,8,AM8,15.7,11.2,13.7,323,3
2021,Porsche,Panamera GTS ST,Full-size,4,8,AM8,15.7,11.8,13.9,323,3
2021,Porsche,Panamera Turbo S,Full-size,4,8,AM8,15.3,11.2,13.5,326,3
2021,Porsche,Panamera Turbo S Executive,Full-size,4,8,AM8,15.3,11.2,13.5,326,3
2021,Porsche,Panamera Turbo S ST,Full-size,4,8,AM8,15.3,11.2,13.5,326,3
2021,Ram,1500 EcoDiesel,Pickup truck: Standard,3,6,A8,10.5,7.3,9,243,1
2021,Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3,6,A8,10.4,7.1,8.9,238,1
2021,Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,11.9,9.4,10.8,253,5
2021,Ram,1500 HFE eTorque,Pickup truck: Standard,3.6,6,A8,11.6,9,10.4,245,5
2021,Ram,1500,Pickup truck: Standard,5.7,8,A8,16.2,10.5,13.6,320,5
2021,Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,14.1,10.3,12.4,290,5
2021,Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,11.1,8,9.7,260,1
2021,Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,12.1,9.7,11,259,5
2021,Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,16.1,11,13.8,325,5
2021,Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,14,10.7,12.5,294,5
2021,Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,22.4,16.5,19.8,465,1
2021,Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,13.9,9.6,11.9,280,3
2021,Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,15.7,11,13.6,319,3
2021,Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,14.5,10.2,12.6,294,3
2021,Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,16.2,11.6,14.1,330,3
